Numero;Orgao julgador;Relator;Origem;Data da publicacao;Ementa;Tipo;Classe;Decisao;Resultado
10234038320234019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PENSÃO POR MORTE RURAL. DEPENDÊNCIA ECONÔMICA PRESUMIDA. QUALIDADE DE SEGURADO ESPECIAL DO INSTITUIDOR DA PENSÃO COMPROVADA. APELAÇÃO PROVIDA. 1. A pensão por morte é o benefício previdenciário previsto aos dependentes dos segurados, regulamentado no art. 201, V, da Constituição Federal, e nos arts. 74 a 79 da Lei nº 8.213/91 e 105/115 do Decreto nº 3.048/99, e cujos requisitos para a sua concessão são o óbito do segurado, a condição de dependente, e a qualidade de segurado...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10216690520204019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PENSÃO POR MORTE RURAL. FILHO MENOR E CÔNJUGE. DEPENDÊNCIA ECONÔMICA PRESUMIDA. QUALIDADE DE SEGURADO ESPECIAL DO INSTITUIDOR DA PENSÃO COMPROVADA. APELAÇÃO PROVIDA. 1. A pensão por morte é o benefício previdenciário previsto aos dependentes dos segurados, regulamentado no art. 201, V, da Constituição Federal, e nos arts. 74 a 79 da Lei nº 8.213/91 e 105/115 do Decreto nº 3.048/99, e cujos requisitos para a sua concessão são o óbito do segurado, a condição de dependente, e a...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10215534220194013400;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;25/06/2024;ADMINISTRATIVO. MILITAR. PENSÃO POR MORTE. EX-COMBATENTE. LEI VIGENTE AO TEMPO DO ÓBITO DO INSTITUIDOR DO BENEFÍCIO. ART. 30 DA LEI 4.242/63 C/C LEI 3.765/60. FILHA MAIOR. INCAPACIDADE DE PROVER SEU PRÓPRIO SUSTENTO NÃO COMPROVADA. SENTENÇA MANTIDA 1. A questão posta versa sobre o direito da autora à reversão de pensão especial, decorrente do óbito de ex-combatente, seu genitor, ocorrido em maio de 1989, a partir do óbito de sua genitora. 2. Nos termos da jurisprudência pacífica do STJ, e...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10210411620204019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PENSÃO POR MORTE RURAL. DEPENDÊNCIA ECONÔMICA PRESUMIDA. QUALIDADE DE SEGURADO ESPECIAL DO INSTITUIDOR DA PENSÃO COMPROVADA. APELAÇÃO PROVIDA. 1. A pensão por morte é o benefício previdenciário previsto aos dependentes dos segurados, regulamentado no art. 201, V, da Constituição Federal, e nos arts. 74 a 79 da Lei nº 8.213/91 e 105/115 do Decreto nº 3.048/99, e cujos requisitos para a sua concessão são o óbito do segurado, a condição de dependente, e a qualidade de segurado...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10205028420194019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PENSÃO POR MORTE. QUALIDADE DE SEGURADO. DEMONSTRAÇÃO. SENTENÇA TRABALHISTA HOMOLOGATÓRIA DE ACORDO. PROVA TESTEMUNHAL. BENEFÍCIO DEVIDO. APELAÇÃO DO INSS PARCIALMENTE PROVIDA. 1. A pensão por morte é o benefício pago aos dependentes do segurado que falecer, aposentado ou não, conforme estabelece o artigo 201, V, da Constituição Federal, regulamentado pelo artigo 74, da Lei 8.213/91. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu parcial provimento à apelação.;Parcialmente deferido
10185798620204019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PENSÃO POR MORTE. DEPENDÊNCIA ECONÔMICA PRESUMIDA. QUALIDADE DE SEGURADO URBANO DO INSTITUIDOR DA PENSÃO COMPROVADA. APELAÇÃO DO INSS PROVIDA. 1. A pensão por morte é o benefício previdenciário previsto aos dependentes dos segurados, regulamentado no art. 201, V, da Constituição Federal, e nos arts. 74 a 79 da Lei nº 8.213/91 e 105/115 do Decreto nº 3.048/99, e cujos requisitos para a sua concessão são o óbito do segurado, a condição de dependente, e a qualidade de segurado...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10118188220194013400;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PROCESSUAL CIVIL. PENSÃO POR MORTE. FERROVIÁRIO PENSIONISTA. COMPLÇÃO DE PENSÃO (LEI N. 8.186/91). LEGITIMIDADE PASSIVA AD CAUSAM DO INSS RECONHECIDA. PRESCRIÇÃO. RECURSO REPETITIVO. RESP Nº 1.211.676. APELAÇÃO DA UNIÃO DESPROVIDA. APELAÇÃO DAS AUTORAS PROVIDA. 1. A divergência reside, basicamente, na questão de reconhecer ou não o direito das autoras em complementar suas pensões, provenientes de ferroviários falecidos, a fim de receberem o percentual integral de 100% da...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação da União e deu provimento à apelação das autoras .;Indeferido
10321958920194010000;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MORAIS DA ROCHA;TRF - PRIMEIRA REGIÃO;25/06/2024;"PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. PENSÃO POR MORTE. COISA JULGADA. IMPOSSIBILIDADE DE REDISCUSSÃO. AGRAVO DE INSTRUMENTO IMPROVIDO. 1. A execução deve ser fiel ao título executivo, sendo defeso extrapolar os comandos nele definidos, à medida que está sob o pálio da coisa julgada e da preclusão. Precedentes. 2. A jurisprudência do STJ já decidiu que, ""sem que a decisão acobertada pela coisa julgada seja desconstituída, não é cabível ao juízo, no cumprimento de sentença, alterar os...";Acórdão;AGRAVO DE INSTRUMENTO (AG);A Turma, por unanimidade, NEGOU PROVIMENTO ao agravo de instrumento.;Indeferido
10286268020194010000;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MORAIS DA ROCHA;TRF - PRIMEIRA REGIÃO;25/06/2024;PROCESSUAL CIVIL. PREVIDENCIÁRIO. AGRAVO DE INSTRUMENTO. PENSÃO POR MORTE. FILHO MAIOR INVÁLIDO. ANTECIPAÇÃO DE TUTELA. ART. 300 DO CPC. REQUISITOS PREENCHIDOS. RECURSO IMPROVIDO. 1. A concessão de pensão por morte rege-se pelo princípio do tempus regit actum, isto é, pela lei vigente na data de falecimento do instituidor. 2. Conforme documento apresentado pela parte autora, o óbito do genitor ocorreu em 04/05/2009. DER: 31/03/2020. 3. O requisito da qualidade de segurado do falecido ficou...;Acórdão;AGRAVO DE INSTRUMENTO (AG);A Turma, por unanimidade, NEGOU PROVIMENTO ao agravo de instrumento.;Indeferido
10260088420184013400;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MORAIS DA ROCHA;TRF - PRIMEIRA REGIÃO;25/06/2024;"PREVIDENCIÁRIO. RESTABELECIMENTO DE PENSÃO POR MORTE. CESSAÇÃO INDEVIDA. UNIÃO ESTÁVEL CONTRAÍDA APÓS SEPARAÇÃO JUDICIAL. POSSIBILIDADE. IRREPTIBILIDADE DE DÉBITO. AUXILIO ACIDENTE RECEBIDO INDEVIDAMENTE. DEVER DE DEVOLUÇÃO. PERCENTUAL MÁXIMO DE 30%. SENTENÇA REFORMADA EM PARTE. APELAÇÃO PARCIALMENTE PROVIDA. 1. Segundo os termos do Enunciado Administrativo n. 3/STJ, aprovado pelo Plenário da Corte na sessão de 9/3/2016: ""Aos recursos interpostos com fundamento no CPC/2015 (relativos a...";Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu parcial provimento à apelação.;Parcialmente deferido
10153216820204019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MORAIS DA ROCHA;TRF - PRIMEIRA REGIÃO;25/06/2024;"PREVIDENCIÁRIO. PENSÃO POR MORTE. PARCELAS PRETÉRITAS. INEXISTÊNCIA. DIB RELACIONADA A BENEFÍCIO PAGO ÀS FILHAS MENORES. DIB DA AUTORA FIXADA NA DER DO SEU PEDIDO DE PENSÃO POR MORTE. INEXISTÊNCIA DE PARCELAS PRETÉRITAS A RECEBER. SENTENÇA MANTIDA. APELAÇÃO IMPROVIDA. 1. Segundo os termos do Enunciado Administrativo n. 3/STJ, aprovado pelo Plenário da Corte na sessão de 9/3/2016: ""Aos recursos interpostos com fundamento no CPC/2015 (relativos a decisões publicadas a partir de 18 de março de...";Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
00472075320154019199;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MORAIS DA ROCHA;TRF - PRIMEIRA REGIÃO;25/06/2024;"PREVIDENCIÁRIO. APOSENTADORIA POR IDADE RURAL. AUSÊNCIA DE INÍCIO DE PROVA MATERIAL. PROVA TESTEMUNHAL INSUFICIENTEAPELAÇÃO IMPROVIDA. 1. Segundo os termos do Enunciado Administrativo n. 3/STJ, aprovado pelo Plenário da Corte na sessão de 9/3/2016: ""Aos recursos interpostos com fundamento no CPC/2015 (relativos a decisões publicadas a partir de 18 de março de 2016) serão exigidos os requisitos de admissibilidade recursal na forma do novo CPC."" 2. A sentença recorrida se fundamentou, nos...";Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10055977420194019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PENSÃO POR MORTE. APENADO. MANUTENÇÃO DA QUALIDADE DE SEGURADO. BENEFÍCIO DEVIDO. DATA DE INÍCIO DO BENEFÍCIO. FILHO ABSOLUTAMENTE INCAPAZ. INÍCIO DO PRAZO DO ART. 74, I, DA LEI 8.213/91 AO COMPLETAR 16 ANOS. CÁLCULO DA RMI NA FASE EXECUTÓRIA. CORREÇÃO MONETÁRIA CONFORME MANUAL DE CÁLCULOS DA JUSTIÇA FEDERAL. TEMA 905 DO STJ. EC 113/2021. RECURSO DO INSS NÃO PROVIDO. RECURSO DA PARTE AUTORA PARCIALMENTE PROVIDO. 1. Cuida-se de dupla apelação interposta contra sentença que...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO à apelação interposta pelo INSS e DEU PARCIAL PROVIMENTO à apelação da parte autora.;Parcialmente deferido
10499121520234013900;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL GUSTAVO SOARES AMORIM;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 06/072013. CONCESSÃO ADMINISTRATIVA. PAGAMENTO DE VALORES ATRASADOS. FILHO INVÁLIDO. PRESCRIÇÃO QUINQUENAL. NÃO OCORRÊNCIA. HABILITAÇÃO TARDIA. ART. 76 DA LEI 8.213/91. EXCEÇÃO. RESERVA FINANCEIRA EM OUTRO PROCESSO. REQUISITOS LEGAIS COMPROVADOS. DIB. DATA DO ÓBITO. JUROS DE MORA E CORREÇÃO MONETÁRIA. HONORÁRIOS ADVOCATÍCIOS. CUSTAS. ISENÇÃO. SENTENÇA REFORMADA. APELAÇÃO PROVIDA. 1. Trata-se de apelação...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10435196120194013400;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL GUSTAVO SOARES AMORIM;TRF - PRIMEIRA REGIÃO;25/06/2024;ADMINISTRATIVO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 1º/09/2019. SERVIDOR PÚBLICO. UNIÃO ESTÁVEL. SENTENÇA DECLARATÓRIA PROFERIDA PELA JUSTIÇA ESTADUAL. INVIABILIDADE DA EXTENSÃO DOS EFEITOS DA DECISÃO JUDICIAL EM RELAÇÃO À UNIÃO QUE NÃO FOI PARTE NA AÇÃO ORIGINÁRIA (ARTIGO 506 DO CPC). INÍCIO DE PROVA MATERIAL. NECESSIDADE DE DILAÇÃO PROBATÓRIA. AUSÊNCIA DE PROVA TESTEMUNHAL. CERCEAMENTO DE DEFESA. SENTENÇA ANULADA. RECURSO ADESIVO PREJUDICADO. 1. Trata-se de...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação e julgou prejudicado o recurso adesivo.;Deferido
10022685420194013500;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL EDUARDO MORAIS DA ROCHA;TRF - PRIMEIRA REGIÃO;25/06/2024;PROCESSUAL CIVIL. EMBARGOS DE DECLARAÇÃO. PENSÃO POR MORTE. PRESCRIÇÃO. VALORES RETROATIVOS. EMBARGOS PARCIALMENTE ACOLHIDOS. 1. Os embargos de declaração constituem recurso com fundamentação restrita aos casos de obscuridade, contradição, omissão e erro material do julgado (CPC, art. 1.022), sendo certo que, embora possam excepcionalmente ostentar caráter infringente, não são vocacionados à alteração substancial do julgamento. 2. Com relação aos valores retroativos, verifica-se que a...;Acórdão;EMBARGOS DE DECLARAÇÃO NA APELAÇÃO CIVEL (EDAC);A Turma, por unanimidade, acolheu em parte os embargos de declaração.;Parcialmente deferido
10111552720194019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL EDUARDO MORAIS DA ROCHA;TRF - PRIMEIRA REGIÃO;25/06/2024;PROCESSUAL CIVIL. EMBARGOS DE DECLARAÇÃO. REMESSA OFICIAL OBRIGATÓRIA. PENSÃO POR MORTE. RECEBIMENTO DE LOAS. BENEFÍCIOS INACUMULÁVEIS. EMBARGOS ACOLHIDOS. 1. Os embargos de declaração constituem recurso com fundamentação restrita aos casos de obscuridade, contradição, omissão e erro material do julgado (CPC, art. 1.022), sendo certo que, embora possam excepcionalmente ostentar caráter infringente, não são vocacionados à alteração substancial do julgamento. 2. A sentença, proferida na...;Acórdão;EMBARGOS DE DECLARAÇÃO NA APELAÇÃO CIVEL (EDAC);A Turma, por unanimidade, acolheu em parte os embargos de declaração.;Parcialmente deferido
10062287620234019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL GUSTAVO SOARES AMORIM;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 22/04/2016. HABILITAÇÃO TARDIA. ART. 76 DA LEI Nº 8.213/91. TERMO INICIAL DO BENEFÍCIO. REQUERIMENTO ADMINISTRATIVO. APELAÇÃO DESPROVIDA. 1. Trata-se de apelação interposta pelo Instituto Nacional do Seguro Social - INSS, em face de sentença que julgou procedente o pedido da parte autora, Vanessa Bezerra da Silva, de concessão do benefício de pensão por morte de Paulo Henrique Dias de Andrade, falecido em...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação e, de ofício, alterou o critério de correção monetária e de juros de mora.;Indeferido
10293806120204019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. EMBARGOS À EXECUÇÃO. PROCURADOR INTIMADO PARA AUDIÊNCIA EM QUE PROFERIDA A SENTENÇA E DETERMINADA A IMPLANTAÇÃO DO BENEFÍCIO. PRESUNÇÃO DE INTIMAÇÃO QUANTO AO CONTEÚDO DECISÓRIO. MULTA DEVIDA. REDUÇÃO. PRINCÍPIO DA PROPORCIONALIDADE. COBRANÇA DE PARCELA JÁ PAGA NOS CÁLCULOS DE LIQUIDAÇÃO. EXCLUSÃO. CORREÇÃO MONETÁRIA. CRITÉRIO DEFINIDO EM DECISÃO TRANSITADA EM JULGADO. ADEQUAÇÃO AO TEMA 810/STF. INEXISTÊNCIA DE LESÃO À COISA JULGADA. EXCESSO DE EXECUÇÃO...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PARCIAL PROVIMENTO à apelação interposta pelo INSS.;Parcialmente deferido
10269131220204019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE. INTERESSE DE MENOR ABSOLUTAMENTE INCAPAZ. IRREGULARIDADE NA REPRESENTAÇÃO. SANAÇÃO. SENTENÇA MANTIDA. RECURSO NÃO PROVIDO. 1. Trata-se de apelação interposta contra sentença que julgou procedentes os pedidos dos autores, concedendo-lhes o benefício previdenciário da pensão por morte, a qual se cinge à existência de irregularidade na representação de menor absolutamente incapaz, por não ter sido chamado ao processo seu responsável legal nem...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO à apelação.;Indeferido
10263525120214019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PENSÃO POR MORTE. REQUISITOS PRESENTES. LEI APLICÁVEL. DATA DO ÓBITO. LEI COMPLEMENTAR Nº 11/1971. PROVA MATERIAL SUFICIENTE E CORROBORADA POR TESTEMUNHAS. RECURSO PROVIDO. SENTENÇA REFORMADA. 1. Os requisitos indispensáveis para a concessão do benefício previdenciário da pensão por morte são: a) a qualidade de segurado do falecido por ocasião do óbito, b) a ocorrência do evento morte, c) a condição de dependente de quem objetiva a pensão. 2. O juízo a quo julgou improcedente...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PROVIMENTO à apelação.;Deferido
10256969420214019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. PENSÃO POR MORTE. COMPANHEIRO E FILHOS. INÍCIO DE PROVA MATERIAL. PROVA TESTEMUNHAL. QUALIDADE DE SEGURADO COMPROVADA. ÚNIÃO ESTÁVEL DEMONSTRADA. DEPENDÊNCIA ECONÔMICA PRESUMIDIA. BENEFÍCIO DEVIDO. SENTENÇA REFORMADA. 1. Cuida-se de apelação interposta contra sentença que julgou improcedentes os pedidos dos autores, negando-lhes o benefício previdenciário da pensão por morte. 2. Os requisitos indispensáveis para a concessão do benefício previdenciário da pensão por morte são:...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PROVIMENTO à apelação.;Deferido
10248909320204019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. ÓBITO DA AUTORA NO CURSO DA AÇÃO. APOSENTADORIA POR IDADE RURAL. SEGURADA ESPECIAL. HABILITAÇÃO DE DEPENDENTES À PENSÃO POR MORTE OU HERDEIROS. POSSIBILIDADE. CAUSA MADURA. INAPLICABILIDADE. NECESSIDADE DE INSTRUÇÃO. RETORNO DOS AUTOS À ORIGEM. RECURSO PARCIALMENTE PROVIDO. 1. Nada obstante o benefício de aposentadoria por idade não seja transmissível aos herdeiros, persiste o direito destes quanto aos créditos pretéritos, retroativos à data do requerimento administrativo e...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PARCIAL PROVIMENTO à apelação interposta.;Parcialmente deferido
10182573220214019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL LUIS GUSTAVO SOARES AMORIM DE SOUSA;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 18/06/2017. TRABALHADOR RURAL. INÍCIO RAZOÁVEL DE PROVA MATERIAL CONFIRMADO POR MEIO DE PROVA TESTEMUNHAL. REQUISITOS LEGAIS COMPROVADOS. BENEFÍCIO DEVIDO. DIB. JUROS DE MORA E CORREÇÃO MONETÁRIA. HONORÁRIOS ADVOCATÍCIOS. CUSTAS. ISENÇÃO. SENTENÇA REFORMADA. 1. Trata-se de apelação interposta por Valdeni da Penha Ferreira da Silva, em face de sentença que julgou improcedente seu pedido de pensão por morte de...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10181415120204013600;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL LUIS GUSTAVO SOARES AMORIM DE SOUSA;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO. APELAÇÃO CÍVEL. APOSENTADORIA POR INVALIDEZ URBANA. LAUDO PERICIAL CONCLUSIVO. RECONHECIMENTO DA INCAPACIDADE PARCIAL E TEMPORÁRIA PARA O TRABALHO. CONTRIBUINTE FACULTATIVO DE BAIXA RENDA. BENEFÍCIO DEVIDO. DIB. JUROS DE MORA E CORREÇÃO MONETÁRIA. HONORÁRIOS RECURSAIS. APELAÇÃO DO INSS DESPROVIDA. 1. Trata-se de apelação interposta pelo Instituto Nacional do Seguro Social - INSS contra a sentença, que concedeu benefício previdenciário de aposentadoria por invalidez urbana. Em...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10167930220234019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL LUIS GUSTAVO SOARES AMORIM DE SOUSA;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 1º/07/2019. UNIÃO ESTÁVEL. EXTENSÃO DOS EFEITOS DA SENTENÇA DECLARATÓRIA DE UNIÃO ESTÁVEL PROFERIDA NA VARA DE FAMÍLIA. INÍCIO DE PROVA MATERIAL. AUSÊNCIA DE PROVA TESTEMUNHAL. CERCEAMENTO DE DEFESA. SENTENÇA ANULADA. 1. Trata-se de apelação interposta pelo Instituto Nacional do Seguro Social - INSS em face de sentença que julgou procedente o pedido da autora, Maurina Sepulvida de Oliveira, de pensão por morte...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu parcial provimento à apelação.;Parcialmente deferido
10164942520234019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL LUIS GUSTAVO SOARES AMORIM DE SOUSA;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 16/02/2011. QUALIDADE DE SEGURADO. UNIÃO ESTÁVEL. CONFIRMADA POR MEIO DE PROVA TESTEMUNHAL. REQUISITOS LEGAIS COMPROVADOS. BENEFÍCIO DEVIDO. JUROS DE MORA E CORREÇÃO MONETÁRIA. HONORÁRIOS RECURSAIS. APELAÇÃO DESPROVIDA. 1. Trata-se de remessa oficial e apelação interposta pelo Instituto Nacional do Seguro Social - INSS, em face de sentença que julgou procedente o pedido para conceder à parte autora, Matilde...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação, e, de ofício, alterou o critério de correção monetária e de juros de mora.;Indeferido
10131928520234019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL LUIS GUSTAVO SOARES AMORIM DE SOUSA;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 22/09/2020. TRABALHADOR RURAL. INÍCIO RAZOÁVEL DE PROVA MATERIAL CONFIRMADO POR MEIO DE PROVA TESTEMUNHAL. REQUISITOS LEGAIS COMPROVADOS. BENEFÍCIO DEVIDO. DIB. JUROS DE MORA E CORREÇÃO MONETÁRIA. HONORÁRIOS ADVOCATÍCIOS. CUSTAS. ISENÇÃO. SENTENÇA REFORMADA. 1. Trata-se de apelação interposta por Maria de Jesus Barbosa da Silva, em face de sentença que julgou improcedente seu pedido de pensão por morte de seu...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10103607920234019999;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL LUIS GUSTAVO SOARES AMORIM DE SOUSA;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 14/03/2021. TRABALHADOR RURAL. INÍCIO RAZOÁVEL DE PROVA MATERIAL. AUSÊNCIA DE PROVA TESTEMUNHAL. CERCEAMENTO DE DEFESA. SENTENÇA ANULADA. 1. Trata-se de apelação interposta por Maria de Jesus da Silva em face de sentença que julgou improcedente seu pedido de concessão do benefício de pensão por morte de seu marido, Antônio Genival da Silva Lima, falecido em 14/03/2021. 2. O benefício de pensão por morte...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10089882320224013600;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL LUIS GUSTAVO SOARES AMORIM DE SOUSA;TRF - PRIMEIRA REGIÃO;25/06/2024;ADMINISTRATIVO E PROCESSUAL CIVIL. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. PERCEPÇÃO DE MAIS DE UMA PENSÃO MILITAR ACUMULADA COM PENSÃO DO REGIME GERAL. IMPOSSIBILIDADE. ART. 29 DA LEI 3.765/60. DECADÊNCIA ADMINISTRATIVA. OCORRÊNCIA. APELAÇÃO DESPROVIDA. 1. Trata-se de apelação interposta pela União em face de sentença que julgou procedente o pedido da parte autora, Beatriz Teixeira Moreira da Silva, para reconhecer a decadência do direito da ré de rever/anular os atos de concessão das...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10089741720194013900;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL LUIS GUSTAVO SOARES AMORIM DE SOUSA;TRF - PRIMEIRA REGIÃO;25/06/2024;PREVIDENCIÁRIO E PROCESSUAL CIVIL. REMESSA OFICIAL NÃO CONHECIDA. RECURSO DE APELAÇÃO. PENSÃO POR MORTE. ÓBITO EM 25/04/2015. TERCEIROS PREVIAMENTE HABILITADOS. HABILITAÇÃO TARDIA. ART. 76 DA LEI 8.213/91. TERMO INICIAL DO BENEFÍCIO. REQUERIMENTO ADMINISTRATIVO. APELAÇÃO DO INSS PROVIDA. 1. Trata-se de remessa oficial e apelação interposta pelo Instituto Nacional do Seguro Social - INSS, em face de sentença que julgou procedente o pedido da parte autora, N. A. D. A. N. O., representada por...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação e não conheceu da remessa oficial.;Deferido
