Numero;Orgao julgador;Relator;Origem;Data da publicacao;Ementa;Tipo;Classe;Decisao;Resultado
50690671520234039999;9ª Turma;Desembargador Federal GILBERTO RODRIGUES JORDAN;TRF - TERCEIRA REGIÃO;28/11/2023;E M E N T A PREVIDENCIÁRIO. RESTABELECIMENTO. BENEFÍCIO ASSISTENCIAL. ART. 203, V, CF/88, LEI N. 8.742/93 E 12.435/2011. DEFICIENTE. PREENCHIMENTO DOS REQUISITOS LEGAIS. DATA DE INÍCIO DO BENEFÍCIO. - O benefício de prestação continuada é devido ao portador de deficiência ou idoso que comprove não possuir meios de prover a própria manutenção e nem de tê-la provida por sua família. - Na hipótese dos autos, a parte autora demonstrou o preenchimento dos requisitos necessários à concessão do...;Acórdão;APELAÇÃO CÍVEL ..SIGLA_CLASSE: ApCiv;PODER JUDICIÁRIOTribunal Regional Federal da 3ª Região 9ª Turma APELAÇÃO CÍVEL (198) Nº 5069067-15.2023.4.03.9999 RELATOR: Gab. 33 - DES. FED. GILBERTO JORDAN APELANTE: INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS APELADO: BRENDON MENDONCA DOS SANTOS Advogado do(a) APELADO: ROSA KATERINE FRANCO - SP382460-N OUTROS PARTICIPANTES: PODER JUDICIÁRIOTribunal Regional Federal da 3ª Região9ª Turma APELAÇÃO CÍVEL (198) Nº 5069067-15.2023.4.03.9999 RELATOR: Gab. 33 - DES. FED. GILBERTO JORDAN APELANTE:...;Indeferido
50029983720204036141;9ª Turma;Desembargador Federal GILBERTO RODRIGUES JORDAN;TRF - TERCEIRA REGIÃO;29/11/2023;E M E N T A DIREITO PREVIDENCIÁRIO. APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO. CONVERSÃO EM APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO DA PESSOA COM DEFICIÊNCIA. CERCEAMENTO DE DEFESA. NÃO OCORRÊNCIA. DEFICIÊNCIA NÃO DEMONSTRADA. REQUISITOS NÃO PREENCHIDOS. BENEFÍCIO NÃO CONCEDIDO. - Não restou demonstrada a necessidade de realização de nova perícia médica, sendo certo que a constante dos autos é suficiente para a formação da convicção do magistrado, não se configurando hipótese de cerceamento de...;Acórdão;APELAÇÃO CÍVEL ..SIGLA_CLASSE: ApCiv;PODER JUDICIÁRIOTribunal Regional Federal da 3ª Região 9ª Turma APELAÇÃO CÍVEL (198) Nº 5002998-37.2020.4.03.6141 RELATOR: Gab. 33 - DES. FED. GILBERTO JORDAN APELANTE: PEDRO NEVES DE MATOS Advogado do(a) APELANTE: IVO ARNALDO CUNHA DE OLIVEIRA NETO - SP45351-A APELADO: INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS OUTROS PARTICIPANTES: PODER JUDICIÁRIOTribunal Regional Federal da 3ª Região9ª Turma APELAÇÃO CÍVEL (198) Nº 5002998-37.2020.4.03.6141 RELATOR: Gab. 33 - DES. FED. GILBERTO JORDAN...;Indeferido
10013975820184019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL RUI COSTA GONCALVES;TRF - PRIMEIRA REGIÃO;16/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. EMPREGADO RURAL. REQUISITOS COMPROVADOS. UNIÃO ESTÁVEL COMPROVADA. CONSECTÁRIOS. SENTENÇA MANTIDA. 1. A Lei 8.213/91 prevê a concessão de pensão por morte aos dependentes do segurado da Previdência Social, aposentado ou não, que vier a falecer, a contar da data do óbito ou do requerimento administrativo (art. 74), independentemente de carência (art. 26, I). Devem ser comprovados: o óbito, a qualidade de segurado do instituidor da pensão e a dependência,...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10002932620214019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL RUI COSTA GONCALVES;TRF - PRIMEIRA REGIÃO;16/08/2023;EMBARGOS DE DECLARAÇÃO NA APELAÇÃO. OMISSÃO. PRESENÇA. EMBARGOS ACOLHIDOS PARCIALMENTE. 1. Nos embargos de declaração, exige-se a demonstração de omissão do acórdão embargado na apreciação da matéria impugnada, de contradição entre os fundamentos e a parte dispositiva do julgado, de necessidade de esclarecimento para sanar obscuridade ou, de acordo com o CPC/2015, de erro material (art. 1.022). 2. No caso concreto, transcorrido mais de cinco anos entre a data do requerimento administrativo e...;Acórdão;EMBARGOS DE DECLARAÇÃO NA APELAÇÃO CIVEL (EDAC);A Turma, à unanimidade, acolheu parcialmente os embargos de declaração opostos pelo INSS.;Parcialmente deferido
10541114220204013300;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;15/08/2023;ADMINISTRATIVO. CONSTITUCIONAL. PENSÃO TEMPORÁRIA. SERVIDOR PÚBLICO FEDERAL. ART. 5° DA LEI N. 3.373/58, NA REDAÇÃO VIGENTE AO TEMPO DO ÓBITO. FILHA SOLTEIRA MAIOR DE VINTE E UM ANOS. COMPROVAÇÃO DE UNIÃO ESTÁVEL. CONDIÇÃO RESOLUTIVA. INAPLICABILIDADE DO ART. 54 DA LEI N. 9.784/99. RESTABELECIMENTO INDEVIDO. 1. O art. 5° da Lei n. 3.373/58, na redação vigente ao tempo do óbito, ao regular a pensão por morte do servidor público, estipulou como dependentes com direito a serem considerados...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10264102520194019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;15/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. CÔNJUGE. DEPENDÊNCIA ECONÔMICA PRESUMIDA. PREENCHIMENTO DOS REQUISITOS LEGAIS. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência econômica, que pode ser presumida ou comprovada...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação do INSS.;Indeferido
10037736820194013504;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;15/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. ESPOSA. DIVÓRCIO E RESTABELECIMENTO DA SOCIEDADE CONJUGAL. DEPENDÊNCIA ECONÔMICA PRESUMIDA. CONCESSÃO DO BENEFÍCIO. SENTENÇA DE PROCEDÊNCIA MANTIDA. 1. Para obtenção do benefício de pensão por morte é necessária a comprovação do óbito, a qualidade de segurado do instituidor e a condição de dependente do beneficiário. 2. O juízo a quo deferiu à autora o benefício de pensão por morte desde a data do óbito do instituidor (17/02/2019). 3. Cinge-se a questão...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação da parte autora.;Indeferido
280845320184013900;QUARTA TURMA;DESEMBARGADOR FEDERAL JOAO BATISTA GOMES MOREIRA;TRF - PRIMEIRA REGIÃO;14/08/2023;PENAL E PROCESSUAL PENAL. ESTELIONATO PREVIDENCIÁRIO. ART. 171, § 3º, DO CP. PERCEPÇÃO INDEVIDA DE PENSÃO POR MORTE. MATERIALIDADE E AUTORIA COMPROVADAS. DOLO PRESENTE. PRESCRISÇÃO. NÃO OCORRÊNCIA. I - Presentes os elementos probatórios que comprovam não só a materialidade e autoria delitivas, como também o elemento subjetivo do tipo penal descrito no crime de estelionato previdenciário (171, § 3º, do CP), uma vez não existirem dúvidas de que a ré praticou a conduta conscientemente com o fim...;Acórdão;APELAÇÃO CRIMINAL (ACR);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10332707120214019999;SEGUNDA TURMA;DESEMBARGADORA FEDERAL CANDICE LAVOCAT GALVAO JOBIM;TRF - PRIMEIRA REGIÃO;14/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. PERÍODO DE GRAÇA. DESEMPREGO INVOLUNTÁRIO COMPROVADO. MANUTENÇÃO DA QUALIDADE DE SEGURADO. RENDA MENSAL INICIAL. DATA DO FALECIMENTO. APELAÇÃO DO INSS IMPROVIDA E APELAÇÃO DOS AUTORES PROVIDA. 1. O INSS, na sua peça recursal, alega que não estaria comprovada a qualidade de segurado do instituidor da pensão. Subsidiariamente, pugna que a data inicial do benefício seja a de sua citação no presente feito. Diante disso, pleiteia a reforma da sentença a fim de...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO ao recurso do INSS e DEU PROVIMENTO à apelação dos autores.;Indeferido
10324736120224019999;SEGUNDA TURMA;DESEMBARGADORA FEDERAL CANDICE LAVOCAT GALVAO JOBIM;TRF - PRIMEIRA REGIÃO;14/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. INCONTROVERSA A QUALIDADE DE SEGURADO DA PREVIDÊNCIA SOCIAL. UNIÃO ESTÁVEL. ÓBITO ANTERIOR AO ADVENTO DA MP 871/2019 E À LEI 13.846/2019. COMPROVAÇÃO POR PROVA TESTEMUNHAL. DEPENDÊNCIA ECONÔMICA PRESUMIDA. BENEFÍCIO CONCEDIDO. SENTENÇA REFORMADA. APELAÇÃO DA AUTORA PROVIDA. 1. A parte autora, ADELAIDE PATRICIO DAMASCENO, nas razões recursais, pleiteia a reforma da sentença que julgou improcedente seu pedido de concessão de benefício de pensão por morte, ao...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PROVIMENTO à apelação da parte autora.;Deferido
10280777520214019999;SEGUNDA TURMA;DESEMBARGADORA FEDERAL CANDICE LAVOCAT GALVAO JOBIM;TRF - PRIMEIRA REGIÃO;14/08/2023;PREVIDENCIÁRIO. CONCESSÃO DE PENSÃO POR MORTE. AUSÊNCIA DE COMPROVAÇÃO DA DEPENDÊNCIA ECONÔMICA. UNIÃO ESTÁVEL NÃO CARACTERIZADA. APELAÇÃO DA PARTE AUTORA NÃO PROVIDA. 1. SENIR GARCIA CARDOSO. em suas razões recursais, pleiteia a reforma da sentença proferida para a concessão de pensão por morte porque restou comprovada a condição de dependência econômica em face do instituidor da pensão diante da comprovação da união estável. 2. A pensão por morte é benefício previdenciário devido ao...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO à apelação da parte autora.;Indeferido
10181179520214019999;SEGUNDA TURMA;DESEMBARGADORA FEDERAL CANDICE LAVOCAT GALVAO JOBIM;TRF - PRIMEIRA REGIÃO;14/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. DATA DE INÍCIO DO BENEFÍCIO. DATA DE CITAÇÃO. APELAÇÃO DO INSS PARCIALMENTE PROVIDA. 1. O INSS pleiteia a modificação da data de início do benefício, sob o fundamento de que não houve apresentação de prévio requerimento administrativo à postulação judicial. Apresenta, ademais, impugnação quanto ao critério de correção monetária e aos honorários fixados em sentença. 2. A controvérsia central reside na data inicial do benefício para fins de pagamento...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PARCIAL PROVIMENTO ao recurso do INSS, a fim de fixar como termo inicial do benefício a data de citação.;Parcialmente deferido
10115042520224019999;SEGUNDA TURMA;DESEMBARGADORA FEDERAL CANDICE LAVOCAT GALVAO JOBIM;TRF - PRIMEIRA REGIÃO;14/08/2023;PREVIDENCIÁRIO. DE PENSÃO POR MORTE. AUSÊNCIA DE COMPROVAÇÃO DA UNIÃO ESTÁVEL. BENEFÍCIO INDEVIDO. APELAÇÃO DA PARTE AUTORA IMPROVIDA. 1. A parte autora AIDE MARIA VIEIRA, na sua peça recursal, alega que teria comprovado a qualidade de companheira do falecido e, por essa razão, pugna pela reforma da sentença para que seja julgado procedente o pedido inicial de pensão por morte. 2. A controvérsia central reside na necessidade de comprovação da união estável entre a parte autora e o falecido,...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO ao recurso.;Indeferido
10062921320234010000;SEGUNDA TURMA;DESEMBARGADORA FEDERAL CANDICE LAVOCAT GALVAO JOBIM;TRF - PRIMEIRA REGIÃO;14/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. QUALIDADE DE SEGURADO. COMPANHEIRO. UNIÃO ESTÁVEL COMPROVADA. POSTERIOR À MP 871/2019. DEPENDÊNCIA ECONÔMICA PRESUMIDA. BENEFÍCIO DEVIDO. SENTENÇA MANTIDA. APELAÇÃO DO INSS IMPROVIDA. 1. A controvérsia central reside na comprovação de união estável para fins de recebimento de pensão por morte. 2. Segundo a orientação jurisprudencial do Superior Tribunal de Justiça e desta Corte, deve-se aplicar para a concessão de benefício de pensão por morte a legislação...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO ao recurso.;Indeferido
10048058120234019999;SEGUNDA TURMA;DESEMBARGADORA FEDERAL CANDICE LAVOCAT GALVAO JOBIM;TRF - PRIMEIRA REGIÃO;14/08/2023;PREVIDENCIÁRIO. PROCESSUAL CIVIL. PENSÃO POR MORTE. DEPENDÊNCIA ECONÔMICA DA GENITORA EM RELAÇÃO AO FILHO. NÃO COMPROVAÇÃO. CARACTERIZAÇÃO DE MERA AJUDA FINANCEIRA. REQUISITO NÃO CUMPRIDO. IMPOSSIBILIDADE DE CONCESSÃO DO BENEFÍCIO. APELAÇÃO IMPROVIDA. 1. A parte autora MARIA DAS GRAÇAS DO NASCIMENTO, na sua peça recursal, alega que houve a comprovação da dependência econômica em relação ao filho falecido. Diante disso, pugna pela reforma da sentença para que seja julgado procedente o pedido...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO ao recurso.;Indeferido
10009871620174013700;SEGUNDA TURMA;DESEMBARGADORA FEDERAL CANDICE LAVOCAT GALVAO JOBIM;TRF - PRIMEIRA REGIÃO;14/08/2023;ADMINISTRATIVO. SERVIDOR PÚBLICO. REVISÃO DE APOSENTADORIA. DECADÊNCIA. DEVOLUÇÃO AO ERÁRIO DE VALORES RECEBIDOS INDEVIDAMENTE POR ERRO OPERACIONAL ADMINISTRATIVO. BOA-FÉ RECONHECIDA. TEMA REPETITIVO 1009. MODULAÇÃO DE EFEITOS. IRREPETIBILIDADE. DECADÊNCIA OPERADA. TERMO INICIAL VIGÊNCIA DA LEI 9.784/99. 1. A controvérsia central reside na decadência da revisão administrativa da concessão de retribuição por titulação efetivada na aposentadoria e na pensão de servidor para suprimir titulação...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO à apelação.;Indeferido
00375116120144013400;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;10/08/2023;"CONSTITUCIONAL E ADMINISTRATIVO. SERVIDOR PÚBLICO. ABATE-TETO. ART. 37, XI, DA CF/88. ACUMULAÇÃO LÍCITA DE PROVENTOS DE APOSENTADORIA E PENSÃO POR MORTE. INCIDÊNCIA DA LIMITAÇÃO CONSTITUCIONAL SOBRE O SOMATÓRIO DOS SUBSÍDIOS/PROVENTOS RECEBIDOS. TEMA 359/STF (REPERCUSSÃO GERAL). 1. Sentença proferida na vigência do CPC de 1973, de modo que não se aplicam as regras do CPC atual. 2. Consoante a tese de repercussão geral 359 do Supremo Tribunal Federal, ""ocorrida a morte do instituidor da...";Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10071283020214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO OSWALDO SCARPA;TRF - PRIMEIRA REGIÃO;10/08/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE RURAL. MENOR IMPÚBERE. AFASTADA A INCIDÊNCIA DE PRESCRIÇÃO QUINQUENAL. APELAÇÃO PROVIDA. 1. A pensão por morte é benefício previdenciário regido pela lei vigente à época do óbito do segurado instituidor, sendo ele aposentado ou não, devida aos seus dependentes, nos termos do art. 74 da Lei 8.213/91. 2. Comprovada a absoluta incapacidade da requerente da pensão por morte, faz jus ao pagamento das parcelas vencidas desde a data do óbito do...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, à unanimidade, deu provimento à apelação.;Deferido
10002370320164014200;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO VELASCO NASCIMENTO ALBERNAZ;TRF - PRIMEIRA REGIÃO;10/08/2023;ADMINISTRATIVO. SERVIDOR PÚBLICO. PENSÃO VITALÍCIA POR MORTE. CÔNJUGE. ALTERAÇÃO LEGISLATIVA. LEI 13.135/2015. PRINCÍPIO DO TEMPUS REGIT ACTUM. RESTABELECIMENTO. 1. Cuida-se de ação na qual a autora pretende o restabelecimento de pensão vitalícia por morte decorrente do falecimento de seu cônjuge, servidor público do ex-território de Roraima. 2. O pedido foi julgado parcialmente procedente para restabelecer o pagamento da pensão por morte à consideração de que a entender pela...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, à unanimidade, negou provimento à apelação.;Indeferido
10142982420194019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. COMPANHEIRA. DEPENDÊNCIA ECONÔMICA PRESUMIDA. PREENCHIMENTO DOS REQUISITOS LEGAIS. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência econômica, que pode ser presumida ou...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10135525920194019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. ESPOSA. DEPENDÊNCIA ECONÔMICA PRESUMIDA. PREENCHIMENTO DOS REQUISITOS LEGAIS. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência econômica, que pode ser presumida ou comprovada...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10100711020224010000;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;SERVIDOR PÚBLICO. AGRAVO DE INSTRUMENTO. PENSÃO POR MORTE. FATO GERADOR. ÓBITO DO INSTITUIDOR. LEGISLAÇÃO VIGENTE À DATA DO ÓBITO. INCIDÊNCIA. FILHO INVÁLIDO. DEPENDÊNCIA ECONÔMICA COMPROVADA. ART. 217 DA LEI Nº 8.112/90, COM ALTERAÇÕES DA LEI 13.135/15. POSSIBILIDADE. TUTELA PROVISÓRIA DE URGÊNCIA. ART. 300 DO CPC. REQUISITOS PREENCHIDOS. MULTA. AUSÊNCIA DE RECALCITRÂNCIA. NÃO APLICAÇÃO 1.Incidente recursal impugnando decisão que impugnando decisão que deferiu a tutela provisória de...;Acórdão;AGRAVO DE INSTRUMENTO (AG);A Turma, por unanimidade, deu parcial provimento ao agravo de instrumento.;Parcialmente deferido
10099635920194019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. COMPANHEIRA. UNIÃO ESTÁVEL COMPROVADA. DEPENDÊNCIA ECONÔMICA PRESUMIDA. PREENCHIMENTO DOS REQUISITOS LEGAIS. SENTENÇA MANTIDA. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu parcial provimento à apelação.;Parcialmente deferido
10099514520194019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. FILHO MENOR DE 21 ANOS. DEPENDÊNCIA ECONÔMICA PRESUMIDA. PREENCHIMENTO DOS REQUISITOS LEGAIS. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência econômica, que pode ser presumida...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10079305120184013300;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR URBANO. INSTITUIDOR DA PENSÃO APOSENTADO AO TEMPO DO ÓBITO. IRMÃ MAIOR E INVÁLIDA. DEPENDÊNCIA ECONÔMICA PRESUMIDA. PREENCHIMENTO DOS REQUISITOS LEGAIS. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência econômica, que pode ser presumida ou...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10072423720194019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. FILHO MENOR DE 21 ANOS. DEPENDÊNCIA ECONÔMICA PRESUMIDA. PREENCHIMENTO DOS REQUISITOS LEGAIS. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência econômica, que pode ser presumida...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10069046320194019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURÍCOLA. INEXISTÊNCIA DE RAZOÁVEL INÍCIO DE PROVA MATERIAL. QUALIDADE DE SEGURADO NÃO COMPROVADA. NÃO PREENCHIMENTO DOS REQUISITOS LEGAIS. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência econômica, que pode ser presumida ou comprovada (art....;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10060601620194019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. FILHO MENOR DE 21 ANOS. DEPENDÊNCIA ECONÔMICA PRESUMIDA. PREENCHIMENTO DOS REQUISITOS LEGAIS. 1. Para que os dependentes do segurado tenham direito à percepção do benefício de pensão por morte, perfaz-se necessária a presença de alguns requisitos à sua concessão, quais sejam: a) o óbito do segurado, b) a qualidade de dependente, e c) a dependência econômica, que pode ser presumida...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10045312020234019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. FILHOS. MENORES IMPÚBERES. DATA DE INÍCIO DO BENEFÍCIO. DATA DO ÓBITO. APELAÇÃO PROVIDA. 1. A sentença julgou procedente o pedido inicial, concedendo o benefício de pensão por morte a Ozéias Magalhães Gomes, cônjuge da instituidora da pensão, e aos filhos Emily Vitória Magalhães Gomes e Oziel de Magalhães Gomes, a partir da data do requerimento administrativo - 27/02/2020. 2....;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação da parte autora.;Deferido
10290983220204013400;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;ADMINISTRATIVO. CONSTITUCIONAL. MANDADO DE SEGURANÇA. CONCESSÃO DA ORDEM. REMESSA OFICIAL TIDA POR INTERPOSTA. PENSÃO TEMPORÁRIA. SERVIDOR PÚBLICO. ART. 5°, II, DA LEI N. 3.373/58. FILHA SOLTEIRA, MAIOR DE VINTE E UM ANOS E NÃO OCUPANTE DE CARGO PÚBLICO PERMANENTE. PREENCHIMENTO DOS REQUISITOS LEGAIS. IMPOSSIBILIDADE DE CESSAÇÃO COM BASE NA APURAÇÃO DA DEPENDÊNCIA ECONÔMICA. SENTENÇA MANTIDA. 1. A remessa oficial deve ser tida por interposta por tratar-se de sentença concessiva da segurança,...;Acórdão;APELAÇÃO EM MANDADO DE SEGURANÇA (AMS);A Turma, por unanimidade, negou provimento à apelação e à remessa oficial, tida por interposta.;Indeferido
10257020420214019999;SEGUNDA TURMA;DESEMBARGADOR FEDERAL JOAO LUIZ DE SOUSA;TRF - PRIMEIRA REGIÃO;09/08/2023;PROCESSUAL CIVIL. EXTINÇÃO DO PROCESSO SEM RESOLUÇÃO DO MÉRITO. FALTA DE INTERESSE DE AGIR. PRÉVIO REQUERIMENTO ADMINISTRATIVO. INDEFERIMENTO FORÇADO. EQUIVALÊNCIA À AUSÊNCIA DE SUA APRESENTAÇÃO. ADEQUAÇÃO AO RE 631.240/MG. MANUTENÇÃO DA SENTENÇA POR ESTE FUNDAMENTO. 1. Por ocasião do julgamento do RE 631.240/MG, o Supremo Tribunal Federal firmou tese de repercussão geral no sentido da necessidade de prévio requerimento administrativo para fins de configuração da pretensão resistida da...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
